image_path,label
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\angry\1168400090_e19b74f670_b.jpg,angry
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\happy\eJJFRDb9EamO50JNWB8ZJYIPjNbFnn274.jpg,happy
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\sad\mec0FXzqUnwz4kjxE1q2FUpLOen2fF686.jpg,sad
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\angry\G4mh7ehkxmWhMlQS6T7dNyuEEyBR1p762.jpg,angry
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\sad\UTT8lisNKypK8nKJJnQyGZhK3iCx7Z658.jpg,sad
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\angry\RkMXTiAXwYbCrFtaLdK9zbVEDkwLPe285.jpg,angry
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\relaxed\8385304001_3dfbf9338d_b.jpg,relaxed
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\angry\LXEPBx3YzB2IJA3GJZTN9jBzwKESLq288.jpg,angry
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\sad\KdKAvRoogVUvOZ6eo80T3WYEJZWbMr942.jpg,sad
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\relaxed\9364803929_02c4cf4685_b.jpg,relaxed
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\sad\v34NwzMUNoqeiXrOkebgBGaAd8S5Sn866.jpg,sad
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\relaxed\42621876281_c08b58a6ba_b.jpg,relaxed
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\sad\UpbbYFlBck3Nm18zJpG8qqd5YKQI6d50.jpg,sad
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\angry\GAzOMCGrmx33IkGP76TlsjrFLYtmWw213.jpg,angry
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\sad\3AeYzIVsWqZu5UfGmWWLxhkAZ7Kclg812.jpg,sad
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\relaxed\4701573281_c03d973d5f_b.jpg,relaxed
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\angry\gb03b66gOZOnzCn0GqYBbpN7CVKfkd995.jpg,angry
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\happy\8DVSkAuaHR1FfaSA8wEijm9DnzPJyp993.jpg,happy
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\sad\h4fUPHyslyWjuBHfBMRwkPM8vbBvDp881.jpg,sad
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\happy\eU5i4dqYOxsGV5Ehej8qHMrSpUvq0L558.jpg,happy
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\angry\CJYDFL04AyIR5OwaeoPU23qtjvncmn920.jpg,angry
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\sad\D8tn1ksgiZ6UsrgKUENO8wtQorupE6408.jpg,sad
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\happy\5nMSUMty8mCwORidzn9cEwmeKJ6UPD825.jpg,happy
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\sad\YuoaS3p08qCnaAiL2d1SHbuiXJAutI456.jpg,sad
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\angry\VA49rWLO0IRAzRvHjqJRVy7CVSfJ2Y313.jpg,angry
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\sad\EVYEp6d7NH0q1exCVanRG4Shrv5KQH527.jpg,sad
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\angry\VSPGvXzamkfSrwdtjMJEjbx9H7gpfp449.jpg,angry
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\angry\RxJvo8ZI7lkNFyfNeo4kYcp91GE1pX461.jpg,angry
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\sad\TKP5tcnBQVwKpSMyTKD9E4B0pxIcmV711.jpg,sad
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\relaxed\51369694311_8073fac021_b.jpg,relaxed
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\angry\bFcv2Ai52jnrgfzz4goSegjxufJ3LS845.jpg,angry
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\happy\7625897830_cb938759fe_b.jpg,happy
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\relaxed\7886236606_af25ed1a87_b.jpg,relaxed
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\happy\8290341281_efd9583131_b.jpg,happy
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\angry\NRIssVhCiRj93Qz8n4UiDaZrtzvKZF657.jpg,angry
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\angry\MS8AGnvmV7ZF3ZZrIm4c1ENpqGRXlv330.jpg,angry
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\angry\IVoT25UAubT3CDYYRsL3N9TCjPSo32556.jpg,angry
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\happy\8RhpzoTUq4duwaOSYeVU6QEXhy440t134.jpg,happy
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\happy\jNoopHchLqeUTWOEofH1XnSFmZTKtS241.jpg,happy
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\happy\7746478918_dd372edd4b_b.jpg,happy
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\happy\JGAVjliiDoWKk9JnNGW4kDPxjrBXwY234.jpg,happy
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\sad\MjMMwFN8I8R0NC5uWXkisLgHm9slL7773.jpg,sad
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\relaxed\3759163564_f000024baa_b.jpg,relaxed
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\happy\8329836567_2dc3fc6f30_b.jpg,happy
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\angry\XiL5OnGXaN7icBLe7Y3GTIecOMKy8z566.jpg,angry
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\sad\cHgZDhJbGeC4mcs9Cd5gHFDs9bRaqa653.jpg,sad
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\sad\zWQdoup3YMKIdqfwc2XM8BXde1M67k5.jpg,sad
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\sad\j2ZvDsgPT36cPO4PZNazjipfEF211K500.jpg,sad
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\happy\6453413397_1d756b7cd5_b.jpg,happy
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\sad\lBoz3o6S9GI3JnjPgiTzlkjRtThvrD726.jpg,sad
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\sad\eWHdUCh9nZTueMYKIq2QZD65qWkp9C826.jpg,sad
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\relaxed\9582390898_ecc8535775_b.jpg,relaxed
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\happy\36Kug5qOS5wBNeQeMTTboN7Bc2QZKm829.jpg,happy
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\angry\yb8BFChHuXb4Tb9YAy8FhXuK0CcBy6706.jpg,angry
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\relaxed\4649282497_e77e8940c8_b.jpg,relaxed
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\happy\AOfuZwdyH0sJEkPDPtfDem6XZmK5nm912.jpg,happy
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\sad\JPbHd2hwdZMoUXEMS8tFJF2zYqqL1b707.jpg,sad
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\relaxed\47786943062_e3132f1924_b.jpg,relaxed
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\sad\7DWm1TsDoPnVymGH8H6TmwrZAv77A4300.jpg,sad
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\angry\n9EScxm5J8iVCAVctD0n8mOU6XDJl4622.jpg,angry
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\happy\6009566946_3416811caa_b.jpg,happy
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\happy\a6pNYdUUDBDHKgUTJoEZf2kx5MU29s564.jpg,happy
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\relaxed\7691361016_816bbe12e6_b.jpg,relaxed
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\sad\lN90tVPGkwXXjjrENJgCY4G4JvsXbM32.jpg,sad
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\sad\fghX4cldO3C9jai9doQa1ZS7KRz5vK258.jpg,sad
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\happy\5214b6Cu7FT610cVHlk7qVXGnRGqZ0727.jpg,happy
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\sad\8E6fBbm0Na9WYiMUmZhTc2G29z28qA229.jpg,sad
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\angry\bpimj0asziIi8AtjSCxbI4tdwL16Dz173.jpg,angry
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\sad\Ae3OyM6ZsrPJWUYZk6ui9dXcw0G5pu493.jpg,sad
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\angry\HmZcnkYJf7MfXntezjfNAnp3FshJoa605.jpg,angry
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\angry\MwObpB2V6ua63Srao6FjT7RFpCRCrN287.jpg,angry
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\sad\yRiD49Vu65X12yU1cJYmzW8vENU8LI677.jpg,sad
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\happy\Db7nCgo8dPM70sJZpmthagWzTdcKHQ724.jpg,happy
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\sad\zq3lfQmQ0uVWzfl6yymBDVftU5Vqq5680.jpg,sad
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\happy\6387463257_745cb4fd09_b.jpg,happy
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\happy\8179852699_b5c040de0c_b.jpg,happy
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\happy\bTrbzu9OUMGVkOkJp6guarL6X6yd8L9.jpg,happy
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\relaxed\3433981584_24024eec41_b.jpg,relaxed
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\happy\742903801_afa8c58401_b.jpg,happy
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\angry\9zCJwj46EZ8c1MTuY1jZr9qxJWuSva482.jpg,angry
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\angry\Thh4REs98b36rEq6BNIw9DF2yJ5Gyy874.jpg,angry
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\angry\4dNopnqIhIBr9atZ2tUCxB1TN456nv219.jpg,angry
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\sad\AG5OTKkgKpT5r7I2GMWyqeEcJNzokE451.jpg,sad
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\sad\njofyOLNDDAC4NyRDBXUH0EGuuf4MN176.jpg,sad
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\relaxed\4148416968_929c21620d_b.jpg,relaxed
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\happy\aIiHEQkqIFNDYy87FraBbZxfM0Hx7p480.jpg,happy
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\happy\2Iz5eQQQQJjcLiEKmOwMrigGdH0Vbx419.jpg,happy
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\happy\H51A1OeLEhLCrhVYbhLzqlR8a12DeP34.jpg,happy
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\sad\vINPaKKMEKPJcsGRZpCZCbQBDWFJWx441.jpg,sad
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\relaxed\3259704974_088c1994de_b.jpg,relaxed
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\relaxed\7957967684_39870d2663_b.jpg,relaxed
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\sad\kS1R32bIqTO2QOFbzNJ72UL6Vj8zJx85.jpg,sad
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\relaxed\42901946401_b357f2120c_b.jpg,relaxed
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\sad\3Pa08LER8WiVBZY63Ul6ZI21gM8xAw207.jpg,sad
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\relaxed\7026915089_d596c33219_b.jpg,relaxed
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\sad\jatEaJhmgMZYLhEKLqKpKP8UzX7RzJ639.jpg,sad
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\happy\8717597144_0c12449bfa_b.jpg,happy
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\angry\U0BHCmrRSlgBgHYJd8HgBzVaaWAwle1000.jpg,angry
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\happy\8367003794_d312267ec4_b.jpg,happy
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\angry\BbqBihMePpZnhEuLpPhvgMN94ZficP826.jpeg,angry
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\happy\H8OJVlG4VlmwUClITGOflZ7gxgmmm5259.jpg,happy
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\relaxed\5720608885_12bf101206_b.jpg,relaxed
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\happy\6316538173_4729caa553_b.jpg,happy
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\relaxed\5399597431_857270dfc7_b.jpg,relaxed
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\angry\5lt2pkq5md94mjcXn0QYSkMsJERoiX512.jpeg,angry
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\angry\ybtj8aSe13qhTS7ATS2WDSdxcsX6Sr980.jpg,angry
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\relaxed\49198996256_fa893aa9ab_b.jpg,relaxed
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\relaxed\4805618918_2c2258f202_b.jpg,relaxed
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\sad\GtdSevkf3Kkm19uvEwDFSCYenUc6Hx598.jpg,sad
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\relaxed\6822644064_1f93728836_b.jpg,relaxed
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\angry\wRm0AK3fIvPgtOi36LBAVJKX5LdaMU917.jpg,angry
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\angry\CEtqt5EfBxm8bzf1yo1yCGYqtq7I7N186.jpg,angry
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\relaxed\7041615445_c7131b0f7b_b.jpg,relaxed
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\sad\8yWjALqSY1D3jzrvLjeX6dG8NbzuWE770.jpg,sad
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\sad\jpczfPFE0bdSCWALD1aeWV5aiH2l7F654.jpg,sad
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\happy\5xHKSS47dhEN4zBo8oHG3mQQ7XkjBI427.jpg,happy
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\happy\6784947424_168aa3cdc0_b.jpg,happy
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\relaxed\484253914_2ef8e6be76_b.jpg,relaxed
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\sad\zmAi6ZjC6ParXdqeN27YV8sAeRVWyj586.jpg,sad
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\angry\KYXA8NIcqN2UtgaOgoS92R5XzuC61g67.jpg,angry
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\happy\6300056676_2a62f131fd_b.jpg,happy
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\angry\tUTwULjZiS8CR3eZD8qIzP9q22B1OU104.jpg,angry
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\happy\6271397892_3f5209d655_b.jpg,happy
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\sad\U4BummGxDcZW1gdLbe63lgszDy4We9100.jpg,sad
C:\Users\nihar\Documents\ML Projects\Deep Learning Projects\Dog Emotion Detection\Final dog dataset\Final dog dataset\sad\A6pBz1vp2NkqD9x2NNxITtbcOjowOr788.jpg,sad
